글번호,노동지청명,사업장명,공사장명,인정일
1,안산,(주)KT,(주)케이티 안산지사,2018-01-12
2,안산,동부건설(주)안산소각사업소,,2018-01-12
3,대구서부,오양글러브,,2018-01-16
4,대구서부,에코-텍,,2018-01-16
5,대구서부,(주)협성,,2018-01-16
6,대구서부,금성산업포장,,2018-01-16
7,대구서부,(주)영일랩스,,2018-01-16
8,대구서부,영일엔지니어링(주),,2018-01-16
9,대구서부,주식회사혜성섬유,,2018-01-16
10,경기,(주)샤인윈도우패션,,2018-01-16
11,경기,플러스이엔지(주),,2018-01-16
12,경기,(주)델코코,,2018-01-16
13,경기,(주)대석PROTO,,2018-01-16
14,경기,(주)삼광정밀,,2018-01-16
15,경기,(주)삼표산업오산공장,,2018-01-16
16,경기,(주)시대산업,,2018-01-16
17,경기,기원정밀주식회사,,2018-01-16
18,경기,기원정밀주식회사,,2018-01-16
19,평택,데코밸리(주),,2018-01-16
20,경기,주식회사에이치엘사이언스,,2018-01-16
21,경기,(주)유일프리텍,,2018-01-16
22,대구서부,환경관리주식회사달성사업소,,2018-01-16
23,경기,한화호텔앤드리조트(주),JNTS점,2018-01-16
24,평택,금성자동차공업사,,2018-01-16
25,부천,성일식품,,2018-01-17
26,부천,（주）대성울트라소닉,,2018-01-17
27,부천,상신공업,,2018-01-17
28,부천,(주)대영벤드,,2018-01-17
29,부천,대곶점기아오토큐,,2018-01-17
30,부천,피엔알테크놀러지(주),,2018-01-17
31,강릉,삼흥수산식품(주),,2018-01-17
32,영월,신흥중기(주),,2018-01-17
33,강릉,(주)스타벅스커피코리아,,2018-01-17
34,포항,（주）솔리드테크,,2018-01-17
35,대구청,(주)참푸드팜,,2018-01-17
36,대구청,주식회사동호,,2018-01-17
37,대구청,(주)에이치알다인-화신,,2018-01-17
38,울산,주식회사유승정공,,2018-01-17
39,대구청,（주）아이브이티,,2018-01-17
40,울산,스칸젯매크론(주),,2018-01-17
41,대구청,(주)태웅-진량휴먼시아,,2018-01-17
42,청주,도원테크주식회사,,2018-01-18
43,청주,대승산업,,2018-01-18
44,충주,덕영산업(주),,2018-01-18
45,충주,동화산업(주)/제조업,,2018-01-18
46,충주,(주)전산텍스,,2018-01-18
47,청주,(주)일산금속,,2018-01-18
48,청주,승현기업(주),,2018-01-18
49,청주,(주)대우에스티,,2018-01-18
50,청주,(주)청주석회,,2018-01-18
51,영주,현대레미콘(주),,2018-01-18
52,부산동부,존크레인코리아（주）,,2018-01-18
53,부산북부,태광금속(주),,2018-01-18
54,부산북부,(주)경산테크,,2018-01-18
55,영주,(주)두리코씨앤티,,2018-01-18
56,구미,(주)테크로스환경서비스(LG이노텍구미1공장),,2018-01-18
57,구미,(주）태웅-옥계우미린,,2018-01-18
58,구미,(주)영일에이치오엠/천년나무2단지관리사무소,,2018-01-18
59,구미,(주)테크로스환경서비스(LG이노텍구미2공장),,2018-01-18
60,대전청,(주)우길두산신성아파트관리사무소,,2018-01-18
61,구미,(주)테크로스환경서비스(LG이노텍구미3공장),,2018-01-18
62,대전청,엄사비사벌입주자대표회의,,2018-01-18
63,구미,(주)행성사김천공장,,2018-01-18
64,구미,(주)신세계푸드,(주)신세계푸드,2018-01-18
65,서울청,(주)아이디에프(IDF),,2018-01-19
66,서울청,주식회사불광미디어,,2018-01-19
67,광주청,창성정밀(주),,2018-01-19
68,서울청,(주）일간투데이,,2018-01-19
69,서울동부,서울특별시강동구도시관리공단(주차),"서울특별시강동구도시관리공단(문화·체육시설,도서관)",2018-01-23
70,서울동부,서울특별시강동구도시관리공단(주차),"서울특별시강동구도시관리공단(문화·체육시설,도서관)",2018-01-23
71,경기,(주)삼표산업용인공장,,2018-01-25
72,경기,모돈상사,,2018-01-25
73,창원,(주)에스제이에이치,,2018-01-25
74,창원,해성테크,,2018-01-25
75,창원,(주)에이치엠씨,,2018-01-25
76,창원,창원기술정공,,2018-01-25
77,창원,삼영정공(주),,2018-01-25
78,평택,주식회사토스(TOS),,2018-01-25
79,양산,비엔철강(주)케미칼,,2018-01-25
80,경기,(주)스타벅스커피코리아,(주)스타벅스커피코리아,2018-01-25
81,양산,(주)대협산업,,2018-01-25
82,창원,(주)나산전기산업,,2018-01-25
83,평택,(주)스타벅스커피코리아,오산AB,2018-01-25
84,천안,삼표레미콘(주)당진공장,,2018-01-27
85,천안,삼표레미콘(주)아산공장,,2018-01-27
86,천안,(주)세림티앤디,,2018-01-27
87,포항,(주)파이브엠테크/(주)오토경주공장내,,2018-01-30
88,포항,홍진,,2018-01-30
89,포항,(주)CS테크/(주)오토경주공장내,,2018-01-30
90,포항,(주)명도산업/(주)오토경주공장내,,2018-01-30
91,포항,(주)오토HDC/(주)오토경주공장내,,2018-01-30
92,울산,(주)오토엔,,2018-01-30
93,중부청,서인알루미늄주식회사,,2018-01-30
94,중부청,(주)제이산업-두산인프라코어(주)인천,,2018-01-30
95,인천북부,(주)대림티앤씨,,2018-01-30
96,중부청,금문철강인천공장,,2018-01-30
97,중부청,케이지산업(주)인천지점,,2018-01-30
98,중부청,지지스틸텍인천지점,,2018-01-30
99,포항,성호건설(주),초곡1지구 하천 재해예방사업,2018-01-30
100,인천북부,진흥기업(주),,2018-01-30
101,포항,（주）디에스아이엠,,2018-01-30
102,인천북부,(주)두진,,2018-01-30
103,성남,（주）미상식품,,2018-01-31
104,성남,주식회사미래푸드,,2018-01-31
105,성남,양평자동차공업사,,2018-01-31
106,성남,(주)신일앙카,,2018-01-31
107,성남,주식회사뉴랩,,2018-01-31
108,성남,주식회사코인텍,,2018-01-31
109,원주,비.씨.에이취(주),,2018-01-31
110,원주,한독실업,,2018-01-31
111,원주,진성산업,,2018-01-31
112,원주,(주)스타벅스커피코리아,원주단구,2018-01-31
113,성남,플러스케미칼주식회사,,2018-01-31
114,성남,하나케이주식회사,,2018-01-31
115,성남,(주)수아푸드,,2018-01-31
116,성남,유일협동조합,,2018-01-31
117,강원,퇴계봄내어린이집,,2018-01-31
118,군산,(주)비지에이치코리아-모항,,2018-02-01
119,군산,(유한)사랑주택관리 (고창읍내휴먼시아주공아파트관리사무소),,2018-02-01
120,군산,한국수자원공사부안권지사,,2018-02-01
121,대구청,농업회사법인주식회사코리아식품,,2018-02-01
122,대구청,주식회사우양산업,,2018-02-01
123,서울관악,(주)동영특수강정공,,2018-02-04
124,중부청,(주)삼표산업송도공장,,2018-02-04
125,인천북부,(주)제이디텍,,2018-02-04
126,안양,(주)삼표산업안양공장,,2018-02-04
127,안산,에이앤비주식회사,,2018-02-05
128,안산,(주)거성정밀,,2018-02-05
129,안산,한국수자원공사시화조력관리단,,2018-02-05
130,안양,(주)케이티,주식회사케이티,2018-02-05
131,울산,한진케미칼주식회사,,2018-02-07
132,울산,보명S.P,,2018-02-07
133,울산,동일기업,,2018-02-07
134,의정부,(주)동성산업,,2018-02-08
135,경기,피코앤테라（주）,,2018-02-08
136,경기,(주)에스오티컴퍼니,,2018-02-08
137,경기,(주)심스바이오닉스,,2018-02-08
138,경기,쌍용자동차서수원사업소(주),,2018-02-08
139,경기,주식회사아토즈,,2018-02-08
140,경기,(주)스타벅스커피코리아,수원매산,2018-02-08
141,경기,（주）덕인티앤아이,,2018-02-08
142,의정부,농업회사법인(주)미농,,2018-02-08
143,의정부,(주)대경화학,,2018-02-08
144,의정부,주식회사더드립,,2018-02-08
145,부산청,(주)삼표시멘트부산사업소,,2018-02-08
146,부산청,태륭정밀(주),,2018-02-08
147,부산청,(주)대흥기전,,2018-02-08
148,의정부,대동철강공업(주),,2018-02-08
149,경기,한화호텔앤드리조트(주),한화호텔앤드리조트(주)도로교통연구원,2018-02-08
150,평택,(주)스타벅스커피코리아,(주)스타벅스커피코리아,2018-02-08
151,평택,(주)삼표산업평택공장,,2018-02-08
152,고양,롯데쇼핑(주),롯데쇼핑(주) 프리미엄아울렛-파주점,2018-02-08
153,부산북부,올코리아주식회사,,2018-02-08
154,대전청,성창,,2018-02-08
155,대전청,(주)동진중기,,2018-02-08
156,의정부,한국수자원공사동두천수도관리단,,2018-02-08
157,서울청,노벨디앤피주식회사,,2018-02-09
158,서울서부,(주)마리노엘,,2018-02-09
159,대구서부,(주)대영건업,,2018-02-09
160,대구서부,(주)일진바이오이현동공장,,2018-02-09
161,대구서부,우림이엔지(주),,2018-02-09
162,대구서부,주식회사신우산업,,2018-02-09
163,천안,삼영순화(주),,2018-02-09
164,천안,(주)한솔스틸,,2018-02-09
165,구미,（주）디오,,2018-02-09
166,안동,에이치엔아이,,2018-02-09
167,대구서부,대구환경공단달서천사업소,,2018-02-09
168,구미,대상(주),대상(주)공장,2018-02-09
169,대전청,오비탈월드(주）,,2018-02-11
170,충주,(주)금정산업개발,,2018-02-12
171,대구청,（주）규원테크,,2018-02-12
172,대구청,(주)오성기공,,2018-02-12
173,대구청,제이엠파스너주식회사,,2018-02-12
174,대구청,（주）오성기공영천공장,,2018-02-12
175,청주,주식회사유성기업,,2018-02-12
176,대구청,환경관리주식회사경산사업소,,2018-02-12
177,서울강남,한성성업(주),,2018-02-12
178,의정부,(주)삼표산업양주공장,,2018-02-13
179,창원,주식회사주연씨엔씨,,2018-02-13
180,진주,디원건설기계,,2018-02-13
181,구미,주식회사유유테크,,2018-02-16
182,전주,(주)창해에탄올,,2018-02-21
183,안산,기가에이치앤티주식회사,,2018-02-21
184,안산,(주)호성테크,,2018-02-21
185,안산,(주)한신체인,,2018-02-21
186,익산,김제시장애인보호작업장,,2018-02-21
187,인천북부,(주)원탑,,2018-02-22
188,중부청,번영래핑,,2018-02-22
189,중부청,한국이야사까기기공업(주),,2018-02-22
190,중부청,(주)프라임,,2018-02-22
191,중부청,(주)디와이솔루텍,,2018-02-22
192,중부청,(주)우광산업,,2018-02-22
193,부천,유한회사이티아이컴퍼니,,2018-02-22
194,인천북부,(주)동신냉열이엔지,,2018-02-22
195,중부청,나현테크,,2018-02-22
196,인천북부,(주)정민테크,,2018-02-22
197,중부청,（주)서연탑메탈,,2018-02-22
198,양산,(주)아진글라스,,2018-02-23
199,양산,태원자동화,,2018-02-23
200,양산,(주)현대포리텍김해,,2018-02-23
201,양산,대림기공,,2018-02-23
202,서산,제이아이금속주식회사서산지점,,2018-02-26
203,대전청,(주)피케이이앤씨,,2018-02-26
204,포항,삼동스틸(주),,2018-02-27
205,포항,고려열연(주),,2018-02-27
206,포항,（주）대덕/현대제철1공장,,2018-02-27
207,천안,화성제관주식회사,,2018-02-27
208,부천,(주)다현씨엔아이,,2018-02-28
209,부천,주식회사유진엔텍,,2018-02-28
210,부천,(주)대인창호,,2018-02-28
211,충주,(주)대흥산업,,2018-02-28
212,청주,(주)한국기연,,2018-02-28
213,부산북부,(주)대일산업사,,2018-02-28
214,울산,정문기계(주),,2018-02-28
215,부천,한화호텔앤드리조트(주),,2018-02-28
216,청주,SK건설(주),"M15 Ph-1 Gas Plant 지중선로, 공동구 구축공사",2018-02-28
217,부산청,(주)코리아브이익스프레스,,2018-02-28
218,성남,바이텍다이아몬드(주),,2018-03-02
219,성남,(주)에스알바이오텍,,2018-03-02
220,성남,(주)슈어덴트,,2018-03-02
221,대구청,선화청구타운관리사무소,,2018-03-02
222,대구청,(주)동성테크노스,,2018-03-02
223,대구청,동흥산업,,2018-03-02
224,대구청,(주)이테크,(주)이테크,2018-03-02
225,성남,(주)씨에이치엠,(주)씨에이치엠 미래경영연구원,2018-03-02
226,성남,코리아콜드시스템(주),,2018-03-02
227,부천,주식회사케이,,2018-03-03
228,전주,(유한)(유)완암산업,,2018-03-04
229,경기,(주)에스엘앤씨,,2018-03-06
230,경기,주식회사제이원,,2018-03-06
231,경기,주식회사현대1급이조자동차정비,,2018-03-06
232,서울청,(주)스타벅스커피코리아,숭례문,2018-03-06
233,서울청,(주)스타벅스커피코리아,(주)스타벅스커피코리아,2018-03-06
234,창원,(주)상명산업,,2018-03-08
235,창원,제이디피브이디(주),,2018-03-08
236,고양,주식회사농협네트웍스,일산농협 장항동 로컬푸드직매장 신축공사(건축),2018-03-08
237,충주,봉양농협식품가공공장,,2018-03-09
238,청주,주식회사조선아이디,,2018-03-09
239,청주,유성알미늄(주)진천공장,,2018-03-09
240,성남,한성기업,,2018-03-10
241,강릉,(주)삼양레미콘,,2018-03-12
242,성남,신성테크,,2018-03-13
243,원주,도화제분,,2018-03-13
244,강원,(주)한서자동차공업사,,2018-03-13
245,강원,(주)대건,죽곡.구암.송현 하수관로 정비공사,2018-03-13
246,충주,(주)비엔비,,2018-03-13
247,성남,안전공간,,2018-03-13
248,전주,(주)전일특수금속,,2018-03-14
249,군산,(유한)한독이앤티,,2018-03-14
250,익산,코트코(주),,2018-03-14
251,양산,남희정공,,2018-03-14
252,전주,주식회사농협네트웍스,임실농협 하나로마트 및 주유소 신축공사(건축),2018-03-14
253,양산,주식회사성우에스앤씨（S&C）,,2018-03-14
254,양산,엔티아이,,2018-03-14
255,광주청,주식회사케이테크,,2018-03-15
256,광주청,유한회사케이테크코리아,,2018-03-15
257,중부청,화인정밀,,2018-03-15
258,중부청,(주)에스엔씨,,2018-03-15
259,중부청,인천공항사업소(시설),,2018-03-15
260,강릉,(주)글로벌심층수,,2018-03-15
261,영월,현성기업주식회사,,2018-03-15
262,태백,한국수자원공사태백권관리단,,2018-03-15
263,중부청,한화호텔앤드리조트(주),한화호텔앤드리조트(주)인천기독병원점,2018-03-15
264,중부청,로얄초경,,2018-03-15
265,목포,유한회사건영크린텍,,2018-03-16
266,구미,오성테크,,2018-03-16
267,안동,안계농협미곡종합처리장,,2018-03-16
268,구미,에스티커넥터(주),,2018-03-16
269,영주,성방산업(주),,2018-03-16
270,대전청,주식회사그랜디스,그랜디스(대전 현대캐피탈),2018-03-16
271,대전청,주식회사제이에스코리아,,2018-03-16
272,영주,BS테크,,2018-03-16
273,대전청,삼표기초소재(주)_서세종사업소,,2018-03-16
274,대전청,(주)구원,,2018-03-16
275,광주청,주식회사한국씨앤에스,,2018-03-20
276,강원,(주)삼진지엔에프(삼진GNF),,2018-03-20
277,부천,(주)영테크팩,,2018-03-21
278,부천,퍼스트오토파트주식회사,,2018-03-21
279,부천,(주)다이노,,2018-03-21
280,부천,루이스,,2018-03-21
281,대구청,농업회사법인주식회사한도,,2018-03-21
282,대구서부,(주)동남하이텍,,2018-03-22
283,대구서부,(주)노벨오토모티브코리아,,2018-03-22
284,천안,(주)지아이텍,,2018-03-22
285,천안,(주)선진이엔지,,2018-03-22
286,천안,케이엠에스정밀(주),,2018-03-22
287,대구서부,동광테크,,2018-03-22
288,포항,(주)티피에스,,2018-03-23
289,포항,한라시멘트(주)포항,,2018-03-23
290,청주,(주)관동기업,,2018-03-23
291,충주,(주)에코시스,,2018-03-23
292,충주,주식회사린퍼니처,,2018-03-23
293,창원,창영산업,,2018-03-23
294,진주,(주)양지산업,,2018-03-23
295,창원,삼화비철공업(주),,2018-03-23
296,청주,(주)한양/(건설일괄),진천폐수종말처리시설,2018-03-23
297,울산,태산정공,,2018-03-24
298,울산,한길주식회사,,2018-03-24
299,포항,성우금속열처리,,2018-03-26
300,여수,(주)픽슨,,2018-03-26
301,여수,두원기업주식회사,,2018-03-26
302,여수,(주)아워홈,아워홈(금호미쓰이화학),2018-03-26
303,부산북부,세창아이앤디,,2018-03-27
304,부산북부,SC테크,,2018-03-27
305,부산청,한국터널관리유한회사(유한),,2018-03-27
306,목포,(주)대기산업,,2018-03-28
307,안산,굿스틸뱅크(주),,2018-03-28
308,안산,메탈라인,,2018-03-28
309,익산,새날성로원,,2018-03-28
310,익산,중앙냉동물류,,2018-03-28
311,안산,(주)그린니스/음식물쓰레기퇴비화사업,,2018-03-28
312,인천북부,주식회사비젼17,,2018-03-29
313,인천북부,S.T.M산업,,2018-03-29
314,영월,창성포장,,2018-03-29
315,보령,서해수산푸드(주),,2018-03-29
316,대전청,중부주택관리산업(주)두레아파트관리사무소,,2018-03-29
317,대전청,(주)스타벅스커피코리아,충남대정문,2018-03-29
318,강릉,주식회사만석닭강정,,2018-03-29
319,경기,(주)동원가구,,2018-03-30
320,성남,주식회사니코메디칼,,2018-03-30
321,성남,대흥기업,,2018-03-30
322,성남,오피전력기술(주),,2018-03-30
323,성남,(주)우리이엔시,,2018-03-30
324,성남,(주)한선팩키지,,2018-03-30
325,의정부,주식회사퍼니하우스,,2018-03-30
326,고양,농업회사법인주식회사참나라,,2018-03-30
327,성남,신우산업관리(주),신우산업관리(주)쇼핑분당,2018-03-30
328,성남,(주)비스비바,,2018-03-30
329,고양,비씨팩,,2018-03-30
330,고양,(주)삼성특수브레이크,,2018-03-30
331,고양,주식회사렉스바,,2018-03-30
332,중부청,제일히트씽크(주),,2018-03-30
333,경기,현성주식회사,,2018-03-30
334,의정부,(주)대한오에이퍼니쳐,,2018-03-30
335,경기,주식회사태원공조,,2018-03-30
336,강원,화천가설재,,2018-03-30
337,강원,대진목재,,2018-03-30
338,원주,（주）청아굿푸드,,2018-03-30
339,강원,주식회사하성,,2018-03-30
340,고양,엘지히타치워터솔루션(주),파주 환경설비공사-P9 pOC 대응 환경설비 공사,2018-03-30
341,성남,(주)아스타아이비에스,(주)아스타아이비에스,2018-03-30
342,성남,한화호텔앤드리조트(주),한화호텔앤드리조트(주),2018-03-30
343,원주,주식회사가원,,2018-03-30
344,성남,청채마루,,2018-03-30
345,성남,엘에이오토센터유한회사(LAAUTOCENTERLLC)(영업소),,2018-03-30
346,부천,대진ENG,,2018-03-31
347,의정부,(주)엔알씨,,2018-03-31
348,대구서부,주식회사삼양산업,,2018-03-31
349,의정부,(주)피앤에스,,2018-03-31
350,안산,동현콜렛트,,2018-04-01
351,전주,하예랑주식회사,,2018-04-01
352,영월,합자회사해성기업,,2018-04-02
353,강릉,(주)파인바이오,,2018-04-02
354,울산,(주)한화에스테이트,울산한화손해보험,2018-04-03
355,서울청,충주문화사,,2018-04-04
356,서울청,(주)해인기획,,2018-04-04
357,서울서부,블루켐아이엔디,,2018-04-04
358,서울서부,(주)기승금속,,2018-04-04
359,서울서부,(주)스타벅스커피코리아,경기대,2018-04-04
360,서울청,(주)스타벅스커피코리아,종로관철,2018-04-04
361,서울관악,금호덴탈제약(주),,2018-04-05
362,청주,피앤에이주식회사,,2018-04-05
363,서울남부,(주)한화에스테이트,여의도한화금융센터,2018-04-05
364,광주청,(주)가나피엔엘,,2018-04-10
365,광주청,하남철강(주),,2018-04-10
366,양산,한국정밀공업(주),,2018-04-10
367,양산,(주)지운열처리,,2018-04-10
368,평택,(주)삼정테크,,2018-04-10
369,평택,(주)동학식품,,2018-04-10
370,양산,이토종합건설주식회사,흥동요양병원 신축공사,2018-04-10
371,양산,(주)장수산업,,2018-04-10
372,서산,(주)영재서산사업소,,2018-04-11
373,대구청,(주)대류,,2018-04-11
374,대구청,주식회사대호테크,,2018-04-11
375,대구청,엠제이(MJ)열처리,,2018-04-11
376,대구청,주식회사무계바이오농업회사법인,,2018-04-11
377,보령,(주)지에스티시스템,2017~2018년 전단지 분석기 유지보수업무,2018-04-11
378,중부청,(주)정진공업,,2018-04-12
379,중부청,(주)진성테크템,,2018-04-12
380,창원,(주)삼일,,2018-04-12
381,진주,(주)서광,,2018-04-12
382,경기,주식회사마더푸드,,2018-04-13
383,경기,(주)새한엘리베이터수원지점,,2018-04-13
384,경기,(주)의신금속,,2018-04-13
385,경기,성진종합전기(주),,2018-04-13
386,구미,성우,,2018-04-13
387,영주,삼백레미콘주식회사,,2018-04-13
388,영주,농업회사법인농협티엠알주식회사,,2018-04-13
389,구미,(주)신세계푸드,이마트 동구미점,2018-04-13
390,평택,한신플라텍주식회사(주),,2018-04-13
391,부산청,지에스칼텍스(주),지에스칼텍스(주)-기타보관업,2018-04-13
392,성남,(주)하이파,,2018-04-13
393,경기,주식회사이도-용서고속도로,주식회사이도-용서고속도로,2018-04-13
394,구미,（주）뉴한국여행사,,2018-04-13
395,부산청,한화호텔앤드리조트(주),부산역사점,2018-04-13
396,성남,현대씨앤알(주),현대씨앤알(주),2018-04-13
397,군산,(주)파이프라인,,2018-04-15
398,군산,유한회사동원테크,,2018-04-15
399,안산,(주)포인텍,,2018-04-16
400,안양,아이시스(주),,2018-04-16
401,안산,（주）동화수산,,2018-04-16
402,영월,주식회사화양에프앤씨,,2018-04-16
403,강릉,만석닭강정엑스포점,,2018-04-16
404,중부청,(주)대기이에스티,,2018-04-16
405,안산,태성정밀,,2018-04-16
406,안산,(주)태양기술,,2018-04-16
407,전주,두얼메카닉스(주),,2018-04-18
408,부천,기산전자(주),,2018-04-18
409,부천,삼성공업,,2018-04-18
410,부천,(주)삼표산업김포공장,,2018-04-18
411,부천,제일기획에스엔피(주),,2018-04-18
412,부천,진한정공(주),,2018-04-18
413,부천,주식회사농협네트웍스,부천원예농협 종합시설 신축공사(건축),2018-04-18
414,군산,（유）신진산업,,2018-04-19
415,군산,예일,,2018-04-19
416,군산,（주）아이엠텍,,2018-04-19
417,군산,인성I&S,,2018-04-19
418,익산,일도화학주식회사익산공장,,2018-04-19
419,익산,(주)현대특수철강공업,,2018-04-19
420,군산,풍일목재(주),,2018-04-19
421,군산,현대씨앤알(주),경일산업개발(주)/변산연수원,2018-04-19
422,익산,환경시설관리(주)익산(폐수),,2018-04-19
423,군산,경원에스티,,2018-04-19
424,익산,(주)서영주택관리동산비사벌아파트,,2018-04-19
425,군산,유원산업,,2018-04-19
426,목포,중흥건설(주),목포시 하수도정비 중점관리지역 정비사업,2018-04-19
427,포항,이성씨엔아이(주)[신한울사업소],,2018-04-20
428,대구서부,일류산업,,2018-04-20
429,대구서부,대홍코스텍주식회사,,2018-04-20
430,포항,(주)한화에스테이트,경주한화H&R,2018-04-20
431,포항,주식회사조은산업,,2018-04-20
432,대구서부,주식회사그루건설,그루 조암타워 신축공사,2018-04-20
433,대구서부,대영에코건설(주),평산신씨 매곡종중 빌딩 신축공사,2018-04-20
434,대구서부,(주)영지산업,,2018-04-20
435,청주,(주)삼밀,,2018-04-23
436,충주,(주)태광화학공업,,2018-04-23
437,청주,에스케이씨에코솔루션즈주식회사,,2018-04-23
438,청주,새론MEC(주),,2018-04-23
439,충주,극동산전(주),,2018-04-23
440,울산,주식회사유일엔지니어링,,2018-04-23
441,청주,(주)한화에스테이트,청주한화손해보험,2018-04-23
442,서울동부,(주)제이앤에이,,2018-04-24
443,대구서부,(주)금강알텍,,2018-04-24
444,서울관악,(주)경신,,2018-04-24
445,부천,구진피티에프이주식회사,,2018-04-24
446,목포,주택관리공단(주),주택관리공단(주)목포상동3관리소,2018-04-24
447,서울청(서초),(주)한화에스테이트,서초동한화손해보험,2018-04-24
448,서울청,(주)한화에스테이트,,2018-04-25
449,울산,아이케미칼(주),,2018-04-25
450,울산,(주)동화팬시,,2018-04-25
451,울산,영진티이씨주식회사,,2018-04-25
452,울산,울산시설공단(종하체육관),,2018-04-25
453,울산,겟츠（GETS）,,2018-04-25
454,서울청,(주)한화에스테이트,신설동한화손해보험,2018-04-25
455,서산,(주)한화에스테이트,서산한화이글스,2018-04-25
456,서산,(주)한화에스테이트,태안GR,2018-04-25
457,대전청,(주)케이엔텍,,2018-04-25
458,대전청,(주)한화에스테이트,선화동한화손해보험,2018-04-25
459,울산,대성기업,,2018-04-25
460,대전청,(주)한화에스테이트,대전한화이글스,2018-04-25
461,대전청,(주)한화에스테이트,대전한화연구소,2018-04-25
462,대전청,(주)한화에스테이트,대흥동한화손해보험,2018-04-25
463,의정부,(주)영동씨푸드,,2018-04-26
464,의정부,동송점기아오토큐,,2018-04-26
465,의정부,(주)삼표산업포천사업소,,2018-04-26
466,의정부,산업전기,,2018-04-26
467,여수,보성포리테크(주),,2018-04-26
468,여수,해인기업(주),,2018-04-26
469,중부청,(주)씨맥스코리아,,2018-04-26
470,인천북부,원창산업(주),,2018-04-26
471,중부청,한화호텔앤드리조트(주)휴니드테크놀러지스점,,2018-04-26
472,양산,(주)엠씨텍,,2018-04-26
473,창원,(주)녹원,,2018-04-26
474,창원,주식회사예인,,2018-04-26
475,진주,대주개발(주),한국항공우주산업(주)사업장,2018-04-26
476,인천북부,(재)우체국시설관리단,부평대로우체국,2018-04-26
477,양산,더블유비엠,,2018-04-26
478,양산,진우테크,,2018-04-26
479,양산,세창피엔에프(P&F),,2018-04-26
480,여수,웅천지웰아파트입주자대표회의,,2018-04-26
481,창원,(주)원엔지니어링,,2018-04-26
482,의정부,한길종합건설(주),양주시 옥정동 963-1 업무시설 신축공사,2018-04-26
483,구미,(주)대광지앤엠,,2018-04-27
484,천안,주식회사씨에스엔피,,2018-04-27
485,천안,(주)에스피네이처예산사업소,,2018-04-27
486,천안,이음코리아,,2018-04-27
487,안동,(주)농협사료경북지사,,2018-04-27
488,광주청,(주)신명전자,,2018-04-28
489,양산,신한정밀공업(주),,2018-04-29
490,양산,태성후렉시블,,2018-04-29
491,천안,주식회사미코명진,,2018-04-29
492,인천북부,주식회사에너지로드,,2018-04-30
493,부천,(주)시너스,,2018-04-30
494,인천북부,강화섬김치,,2018-04-30
495,강원,그린파워,,2018-04-30
496,강원,늘푸른푸드(주),,2018-04-30
497,원주,율푸드,,2018-04-30
498,원주,주식회사네오콘크리트,,2018-04-30
499,인천북부,우진정밀,,2018-04-30
500,충주,(주)삼아씨에프,,2018-05-02
501,충주,(주)케이티에이,,2018-05-02
502,안산,(주)미주파워텍,,2018-05-02
503,안산,무한정밀,,2018-05-02
504,광주청,(주)엔테코,,2018-05-03
505,광주청,하원이엔지(주),,2018-05-03
506,광주청,(주)수인산업,,2018-05-03
507,광주청,창성엔지니어링(주),,2018-05-03
508,경기,(주)삼표산업화성공장,,2018-05-03
509,익산,김제병원,,2018-05-03
510,경기,주식회사위너스켐,,2018-05-03
511,부산청,진이엔지주식회사,,2018-05-03
512,부산동부,(주)아진글라스동래지점,,2018-05-03
513,부산동부,(주)한화에스테이트,해운대한화H&R,2018-05-03
514,평택,유에프테크(주),,2018-05-03
515,군산,(주)신본산업,,2018-05-03
516,경기,(주)에스원,CDI,2018-05-03
517,평택,주식회사레드애로우,,2018-05-03
518,부산청,(주)한화에스테이트,부산한화손해보험,2018-05-03
519,부산북부,진이엔지주식회사,,2018-05-03
520,경기,환경시설관리(주)용인,,2018-05-03
521,경기,(주)우양이엔지,,2018-05-03
522,군산,주식회사조은애프앤씨,(주)참프레,2018-05-03
523,구미,프로테크,,2018-05-04
524,구미,(주)지오에스,,2018-05-04
525,안동,(주)케이티,(주)케이티 경북유선운용센터,2018-05-04
526,대전청,대전광역시시설관리공단,시설관리공단(체육시설)-한밭운동장,2018-05-08
527,강릉,주식회사동양산업,,2018-05-09
528,영월,(주)주광,,2018-05-09
529,대전청,주식회사한스메카,,2018-05-09
530,대전청,창신주식회사,,2018-05-09
531,성남,코스코아생명과학주식회사,,2018-05-10
532,포항,주식회사만평산업,,2018-05-10
533,포항,(주)삼보산업,,2018-05-10
534,포항,(주)디엠씨,,2018-05-10
535,성남,대동콘덴서공업(주),,2018-05-10
536,성남,(주)원대티지케이,,2018-05-10
537,성남,(주)한화에스테이트,판교한화테크윈연구소,2018-05-10
538,성남,(주)파나윈커버,,2018-05-10
539,성남,우암건설(주),여수동197번지 오피스텔 신축공사,2018-05-10
540,포항,주식회사SIMPACMetal,,2018-05-10
541,중부청,(주)이노밴,,2018-05-11
542,인천북부,대동엔지니어링（주）인천지점,,2018-05-11
543,중부청,주식회사거산테크,,2018-05-11
544,중부청,레이도스코리아주식회사,,2018-05-11
545,중부청,거산전자,,2018-05-11
546,인천북부,(주)에이스지스틸,,2018-05-11
547,중부청,주식회사신성이엔지,,2018-05-11
548,인천북부,(주)태성공업,,2018-05-11
549,충주,한화호텔앤드리조트(주),한화호텔앤드리조트(주)동촌GC클럽하우스점,2018-05-12
550,성남,주식회사디자인하디광주1지점,,2018-05-13
